title,installs,realInstalls,score,ratings,reviews,price,free,currency,offersIAP,genre,contentRating,containsAds,released,lastUpdatedOn
Sports City Tycoon: Idle Game,"1,000,000+",4980848,4.43,68242,143,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,11-Aug-20,23-Jan-24
UFC,"5,000,000+",9563049,4.7462482,96404,1214,0,TRUE,GBP,TRUE,Sports,Parental guidance,FALSE,21-Jun-11,23-Feb-24
Manchester United Official App,"10,000,000+",13343188,4.6480436,466800,15686,0,TRUE,GBP,TRUE,Sports,PEGI 3,TRUE,8-Aug-18,8-Mar-24
Spond - Sports Team Management,"1,000,000+",2459301,4.37,4118,316,0,TRUE,GBP,FALSE,Sports,Parental guidance,FALSE,12-May-14,19-Mar-24
Mackolik Live Score | M Scores,"10,000,000+",29379149,4.28,350238,205,0,TRUE,GBP,TRUE,Sports,PEGI 3,TRUE,14-Oct-10,21-Mar-24
DartCounter,"1,000,000+",1042864,4.7042255,18951,1647,0,TRUE,GBP,TRUE,Sports,PEGI 3,FALSE,2-Dec-17,25-Mar-24
Football League 2024,"100,000,000+",152620873,4.127451,687453,176,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,15-Nov-22,6-Mar-24
Grand Mountain Adventure,"10,000,000+",10621667,4.2,45522,47,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,27-Mar-19,21-Mar-24
8 Ball Shoot It All - 3D Pool,"100,000+",264519,3.8,817,1,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,30-Jan-24,14-Mar-24
Ping Pong Fury,"10,000,000+",20096157,4.3421054,153768,421,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,17-Mar-21,6-Mar-24
Soccer Star 24 Super Football,"10,000,000+",23188019,4.41,294134,287,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,9-Jan-20,20-Mar-24
Soccer Stars: Football Games,"100,000,000+",100981063,4.322244,2404313,8614,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,11-Jun-14,13-Mar-24
SportEasy,"1,000,000+",1459137,4.2,22286,1,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,7-Aug-14,14-Mar-24
Playtomic - Padel & pickleball,"1,000,000+",1935944,4.8333335,59680,0,0,TRUE,ILS,TRUE,Sports,PEGI 3,FALSE,2-Nov-17,22-Mar-24
Champions League Official,"10,000,000+",41655902,4.81,267521,190,0,TRUE,ILS,FALSE,Sports,PEGI 3,TRUE,12-Aug-15,15-Mar-24
Heja Sports Team Communication,"1,000,000+",1074249,0,0,0,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,17-Oct-16,25-Mar-24
LALIGA+ Live Sports,"10,000,000+",10117747,4.6,62459,111,0,TRUE,ILS,TRUE,Sports,PEGI 3,TRUE,19-Aug-14,6-Mar-24
Sportsnet,"1,000,000+",2020034,2.4603252,20786,7651,0,TRUE,CAD,TRUE,Sports,Everyone,TRUE,5-Apr-13,14-Mar-24
Streetball Allstar,"1,000,000+",3011438,4.5,34376,4,0,TRUE,EGP,TRUE,Sports,Rated for 3+,TRUE,14-Mar-24,14-Mar-24
Total Football - Ramadan,"5,000,000+",9105026,4.29563,86635,2859,0,TRUE,EGP,TRUE,Sports,Rated for 3+,FALSE,3-Jun-23,2-Mar-24
Vector,"100,000,000+",228799432,4.5054274,3657839,22868,0,TRUE,EGP,TRUE,Arcade,Rated for 7+,TRUE,7-Feb-13,6-Mar-24
The Spike - Volleyball Story,"10,000,000+",38285829,4.712871,428144,321,0,TRUE,EGP,TRUE,Sports,Rated for 3+,TRUE,27-Apr-21,21-Mar-24
OSM 23/24 - Soccer Game,"50,000,000+",66190375,4.6676564,2414106,149168,0,TRUE,EGP,TRUE,Sports,Rated for 3+,TRUE,4-Oct-12,20-Mar-24
Pooking - Billiards City,"100,000,000+",453578944,4.4539356,3491459,41997,0,TRUE,EGP,TRUE,Sports,Rated for 3+,TRUE,15-May-17,20-Mar-24
Basketball Rivals: Sports Game,"500,000+",945579,3.862069,8736,11,0,TRUE,EGP,TRUE,Sports,Rated for 3+,FALSE,21-Sep-22,15-Mar-24
CricHeroes-Cricket Scoring App,"10,000,000+",14173648,4.7093096,204723,0,0,TRUE,EGP,TRUE,Sports,Rated for 3+,TRUE,9-Jun-21,13-Mar-24
Volleyball Arena: Spike Hard,"10,000,000+",15039820,4.5041,201655,48579,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,25-Jul-22,30-Jan-24
WWE Mayhem,"10,000,000+",36283861,4.2463565,780449,351373,0,TRUE,CNY,FALSE,Action,Rated for 12+,TRUE,18-Apr-19,14-Mar-24
Ultimate Golf!,"5,000,000+",8561227,4.3894906,116992,45809,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,12-Jun-20,22-Mar-24
Bowling Crew — 3D bowling game,"10,000,000+",33190087,4.591324,390178,128949,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,11-Mar-20,23-Feb-24
Badminton Clash 3D,"5,000,000+",5945451,4.2010756,24089,6108,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,19-May-23,7-Mar-24
Rival Stars Horse Racing,"10,000,000+",21229814,4.5061903,252377,106826,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,23-Apr-19,20-Mar-24
Athletics Championship,"500,000+",691750,4.4564905,6755,1372,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,24-Feb-23,11-Mar-24
Hitwicket An Epic Cricket Game,"5,000,000+",5020178,4.5684752,119403,25773,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,22-Mar-19,19-Mar-24
World Cricket Championship 3,"10,000,000+",26440642,3.9281292,407580,155043,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,13-Sep-20,23-Mar-24
Darts Club: PvP Multiplayer,"10,000,000+",16628229,4.2220426,160549,53616,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,26-Sep-18,22-Mar-24
Mini Tennis: Perfect Smash,"1,000,000+",2432624,4.266269,40061,11948,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,21-Mar-23,19-Mar-24
Juice Reel: Bet Tracker & Tips,"10,000+",18909,4.35,194,81,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,7-Apr-23,15-Mar-24
AliveBe,"1,000+",2507,4.89,144,138,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,4-Jul-22,21-Feb-24
Hotlap – GPS Lap Timer,"5,000+",9612,3.9344263,61,32,0,TRUE,CNY,FALSE,Sports,Rated for 12+,FALSE,19-Apr-19,22-Mar-23
Toptracer Range,"500,000+",739618,4.7316737,7239,1498,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,21-Jan-18,21-Mar-24
EURO 2024 & Women's EURO 2025,"10,000,000+",11165353,4.650423,164422,17201,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,8-Dec-15,15-Mar-24
RacketPal: Find Nearby Players,"50,000+",61599,4.34,618,316,0,TRUE,CNY,FALSE,Sports,Rated for 12+,FALSE,28-Jun-19,23-Feb-24
Wingfield,"10,000+",14420,3.7,30,15,0,TRUE,CNY,FALSE,Sports,Rated for 3+,FALSE,18-Jan-19,18-Oct-23
Home Workout - No Equipment,"100,000,000+",231376582,4.9097567,3184420,57422,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,8-Nov-17,13-Mar-24
Six Pack in 30 Days,"100,000,000+",175557753,4.917483,2227767,48964,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,9-Jan-18,18-Mar-24
Lose Weight App for Men,"100,000,000+",102648536,4.92846,1984751,37818,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,7-Mar-19,22-Feb-24
Nike Training Club: Fitness,"10,000,000+",24899074,4.3891006,366520,10598,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,5-Dec-12,22-Mar-24
Workout for Women: Fit at Home,"50,000,000+",82026391,4.8701053,623756,7556,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,11-Apr-18,21-Mar-24
Seven - 7 Minute Workout,"5,000,000+",8877684,4.5978694,104340,3511,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,18-Apr-14,28-Nov-23
Peloton - Fitness & Workouts,"1,000,000+",3058148,4.1146026,13511,5288,0,TRUE,USD,TRUE,Health & Fitness,Teen,FALSE,20-Dec-18,22-Mar-24
Workout Planner Muscle Booster,"10,000,000+",47324564,4.6672106,204453,5791,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,27-Nov-19,25-Mar-24
Hevy - Gym Log Workout Tracker,"1,000,000+",2554657,4.8719254,66008,2631,0,TRUE,USD,TRUE,Health & Fitness,Teen,FALSE,29-Jun-19,13-Mar-24
Fitbod Workout & Fitness Plans,"1,000,000+",2591566,4.540625,18175,2746,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,22-May-20,20-Mar-24
JustFit - Lazy Workout,"1,000,000+",4140991,4.4766135,46994,3342,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,25-Oct-22,11-Mar-24
Freeletics: Fitness Workouts,"10,000,000+",34417022,4.232338,246209,4396,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,2-Jan-14,25-Mar-24
Lose Weight App for Women,"100,000,000+",108463721,4.8508973,978784,12467,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,31-Oct-19,8-Mar-24
Planet Fitness Workouts,"10,000,000+",13045725,4.7663736,52526,13079,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,5-Feb-15,20-Mar-24
ABC Trainerize,"500,000+",822605,4.768072,7352,770,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,4-Apr-14,26-Feb-24
"Fitify: Fitness, Home Workout","10,000,000+",16524142,4.638554,131900,1043,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,31-May-18,19-Mar-24
Gymshark Training: Fitness App,"100,000+",450788,4.63,2396,95,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,2-Dec-20,11-Mar-24
Fitness Coach: Weight Loss,"5,000,000+",9186818,4.915254,201627,2063,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,5-Sep-21,27-Feb-24
JEFIT Gym Workout Plan Tracker,"5,000,000+",9160751,4.3512597,84391,11074,0,TRUE,USD,TRUE,Health & Fitness,Teen,TRUE,15-Sep-10,15-Mar-24
Fitness App: Gym Workout Plan,"1,000,000+",4355281,4.6,31223,165,0,TRUE,USD,TRUE,Health & Fitness,Mature 17+,FALSE,26-Jan-18,14-Dec-23
Reaction training,"5,000,000+",5423744,4.727612,182698,985,0,TRUE,GBP,TRUE,Educational,PEGI 12,TRUE,15-Nov-18,23-Feb-24
Fitness Club Tycoon,"5,000,000+",8571453,4.3474574,52386,202,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,24-Mar-22,27-Feb-24
Sweat: Fitness App For Women,"5,000,000+",9703869,4.427966,38891,910,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,28-Apr-16,7-Mar-24
Alpha Progression Gym Tracker,"500,000+",901485,4.792079,10163,382,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,16-Dec-19,21-Mar-24
Virtuagym Fitness & Workouts,"5,000,000+",7356580,4.5700326,75502,1109,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,17-Mar-10,15-Mar-24
Fitness & Bodybuilding,"10,000,000+",17182074,4.247387,214478,993,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,TRUE,19-Jul-15,12-Mar-24
The Body Coach: Fitness Plans,"500,000+",715829,4.7958803,6646,496,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,8-Dec-21,18-Mar-24
"Strava: Run, Bike, Hike","50,000,000+",72258380,4.4443593,860011,27789,0,TRUE,GBP,TRUE,Health & Fitness,Parental guidance,FALSE,9-Jun-11,20-Mar-24
30 Day Fitness - Home Workout,"1,000,000+",4886445,4.15,11854,95,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,20-Dec-19,1-Mar-24
Runna: Running Plans & Coach,"100,000+",286466,4.742574,2473,205,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,24-Nov-21,20-Mar-24
Splits Training in 30 Days,"50,000,000+",51652713,4.7667494,313549,1680,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,TRUE,12-Jul-19,21-Mar-24
Gym Workout & Personal Trainer,"1,000,000+",1892619,4.31,9066,111,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,27-Apr-18,15-Mar-24
Eureka - Brain Training,"1,000,000+",1680779,4.7,12800,15,0,TRUE,ILS,TRUE,Puzzle,PEGI 3,TRUE,14-Jan-20,11-Jan-24
Brainia : Brain Training Games,"100,000+",468682,4.8333335,2913,1,0,TRUE,ILS,FALSE,Puzzle,PEGI 3,TRUE,6-Nov-17,6-Feb-23
Brain Training - Logic Puzzles,"5,000,000+",6455162,4.6589594,53513,467,0,TRUE,EGP,TRUE,Puzzle,Rated for 3+,TRUE,29-Oct-19,11-Mar-24
Thenics,"1,000,000+",4810032,4.595569,26612,7309,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,1-Aug-16,16-Feb-24
Pro 11 - Soccer Manager Game,"5,000,000+",6729024,4.245098,72124,292,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,28-Jul-17,15-Mar-24
Race Max Pro - Car Racing,"5,000,000+",8308765,4.4726276,114399,1009,0,TRUE,USD,TRUE,Racing,Everyone,TRUE,20-Nov-23,22-Mar-24
Professional Fishing,"1,000,000+",4099458,4.5746813,186610,4234,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,24-May-19,15-Nov-23
Drift Max Pro Car Racing Game,"100,000,000+",107850159,4.716459,1940319,40365,0,TRUE,USD,TRUE,Racing,Everyone,TRUE,15-Dec-17,5-Mar-24
FIVE - Esports Manager Game,"1,000,000+",1481780,4.1,14844,186,0,TRUE,USD,TRUE,Strategy,Teen,TRUE,22-Feb-21,21-Aug-23
Golf Rival - Multiplayer Game,"10,000,000+",25465397,4.2611294,500439,88906,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,27-Mar-18,15-Mar-24
The Program: College Football,"100,000+",281271,4.365121,15963,4801,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,6-Sep-22,11-Mar-24
Hempire - Plant Growing Game,"10,000,000+",17225345,4.764783,379998,42793,0,TRUE,USD,TRUE,Simulation,Mature 17+,TRUE,5-Apr-17,15-Mar-24
Football GOAT,"50,000+",72284,4.651357,5142,666,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,19-Jun-23,7-Mar-24
NFL Rivals - Football Game,"1,000,000+",1479414,4.2540264,15854,4762,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,26-Apr-23,4-Mar-24
WGT Golf,"10,000,000+",19072075,4.189099,228287,37422,0,TRUE,USD,TRUE,Sports,Everyone,TRUE,10-Feb-15,5-Mar-24
Entre: Professional Network,"10,000+",37057,4.37,366,65,0,TRUE,USD,TRUE,Business,Everyone,FALSE,28-Apr-20,15-Feb-24
Professional Pocket Prep,"50,000+",64977,4.7,1559,103,0,TRUE,USD,TRUE,Education,Everyone,FALSE,15-Feb-21,15-Mar-24
Fiverr - Freelance Service,"10,000,000+",31062383,4.537708,329587,26269,0,TRUE,USD,FALSE,Business,Everyone,FALSE,11-Mar-14,25-Mar-24
Thumbtack for Professionals,"1,000,000+",1284148,3.0545635,20133,11695,0,TRUE,USD,FALSE,Business,Everyone,FALSE,18-Nov-15,25-Mar-24
Fishbowl: Professional Network,"1,000,000+",2322854,2.5562913,8531,1199,0,TRUE,USD,FALSE,Business,Teen,FALSE,15-Nov-16,15-Mar-24
Blind - Professional Community,"1,000,000+",3916841,4.0762463,29796,1127,0,TRUE,USD,TRUE,Business,Mature 17+,TRUE,29-Nov-13,11-Mar-24
Signal Private Messenger,"100,000,000+",138424425,4.5225196,2461334,108980,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,25-May-10,19-Mar-24
Job Search by ZipRecruiter,"10,000,000+",11023960,4.859879,391654,122219,0,TRUE,USD,FALSE,Business,Everyone,FALSE,7-Jul-14,18-Mar-24
Professional,500+,921,0,0,0,0,TRUE,USD,FALSE,Lifestyle,Everyone,FALSE,27-Jan-22,14-Jan-24
Slack,"10,000,000+",36947751,3.479951,126800,6132,0,TRUE,USD,FALSE,Business,Everyone,FALSE,22-Jul-13,20-Mar-24
Instawork: Be your own boss,"1,000,000+",2082837,4.207578,30988,12316,0,TRUE,USD,FALSE,Business,Everyone,FALSE,5-Jul-16,20-Mar-24
League of Gamers Streamer Life,"5,000,000+",9066886,3.6622517,104334,856,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,20-Apr-17,12-Mar-24
Indeed Job Search,"100,000,000+",186388338,4.6116977,6026844,18655,0,TRUE,GBP,FALSE,Business,PEGI 3,TRUE,,13-Mar-24
Ripl: Social Media Marketing,"1,000,000+",1646432,3.927928,13828,659,0,TRUE,GBP,TRUE,Art & Design,Parental guidance,FALSE,23-Jan-17,20-Mar-24
WhatsApp Business,"1,000,000,000+",1253325002,4.172321,12771829,7605,0,TRUE,GBP,TRUE,Communication,PEGI 3,FALSE,18-Jan-18,22-Mar-24
Programming Hub: Learn to code,"5,000,000+",8594931,4.675,192584,1321,0,TRUE,GBP,TRUE,Education,PEGI 3,FALSE,25-Jul-13,12-Mar-24
Meta Business Suite,"100,000,000+",147781146,4.4410386,3728968,21599,0,TRUE,GBP,FALSE,Business,PEGI 3,FALSE,28-Jan-14,23-Mar-24
Learn Digital Marketing,"1,000,000+",1981438,4.7222223,18765,5,0,TRUE,ILS,TRUE,Education,PEGI 3,FALSE,29-Jun-20,12-Mar-24
Fishing Clash,"100,000,000+",102372313,4.644342,1734360,6291,0,TRUE,CAD,TRUE,Simulation,Everyone,FALSE,4-Sep-17,28-Feb-24
Housecall Pro,"100,000+",448971,3.3030303,2326,52,0,TRUE,CAD,FALSE,Business,Everyone,FALSE,25-Sep-14,20-Mar-24
FRAG Pro Shooter,"100,000,000+",163232466,4.3537564,1885358,22743,0,TRUE,EGP,TRUE,Action,Rated for 12+,TRUE,5-Mar-19,6-Mar-24
AI Professional Headshot,"5,000+",9522,3.8921568,204,0,0,TRUE,EGP,TRUE,Lifestyle,Rated for 3+,FALSE,9-Dec-23,15-Mar-24
Slang: Professional English,"100,000+",252436,,,,0,TRUE,EGP,FALSE,Education,Rated for 3+,FALSE,,17-Feb-24
Bloomberg Professional,"1,000,000+",1149519,4.6,4609,1,0,TRUE,EGP,FALSE,Finance,Rated for 12+,FALSE,15-Apr-11,21-Mar-24
TFT: Teamfight Tactics,,19485161,,,,,FALSE,,FALSE,Strategy,Rated for 12+,FALSE,,15-Mar-24
Bubble Shooter Pro 2024,"1,000,000+",1132819,4.503304,9022,1399,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,6-Jan-23,29-Feb-24
Soccer Superstar,"100,000,000+",279080277,4.404282,2266071,885534,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,1-Nov-21,22-Mar-24
Pure Sniper: Gun Shooter Games,"50,000,000+",62029159,4.525798,2060939,284017,0,TRUE,CNY,FALSE,Action,Rated for 16+,TRUE,15-Nov-21,10-Feb-24
WordUp | AI Vocabulary Builder,"5,000,000+",6780236,4.687118,136368,40680,0,TRUE,CNY,FALSE,Education,Rated for 3+,TRUE,14-Feb-19,19-Mar-24
BFF Makeover - Spa & Dress Up,"1,000,000+",4520808,4.23,13829,150,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,6-Apr-23,15-Jan-24
Beauty Makeover - Makeup Game,"5,000,000+",7795444,4.6534653,20864,191,0,TRUE,USD,TRUE,Casual,Teen,TRUE,7-Dec-22,26-Dec-23
Salon Superstars,"100,000+",191946,4.544554,603,168,0,TRUE,USD,TRUE,Puzzle,Everyone,FALSE,10-Feb-23,15-Mar-24
Project Match: ASMR Salon,"5,000,000+",7887638,4.2034106,48275,703,0,TRUE,USD,TRUE,Casual,Everyone 10+,TRUE,27-Sep-23,6-Mar-24
Makeup ASMR: Makeover Story,"5,000,000+",7365412,4.411899,48265,1205,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,14-Nov-23,5-Mar-24
Hey Beauty: Love & Puzzle,"10,000,000+",10434035,4.5212584,74358,1038,0,TRUE,USD,TRUE,Casual,Teen,TRUE,2-Jun-22,25-Mar-24
Sally's Spa: Beauty Salon Game,"500,000+",572340,4.7129188,9996,421,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,12-Apr-19,6-Feb-24
Makeup Girls - Games for kids,"5,000,000+",9119245,4.194079,26075,2435,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,22-Jan-12,14-Dec-23
Sweet Baby Girl Beauty Salon 3,"10,000,000+",11671626,3.8271606,28737,682,0,TRUE,USD,TRUE,Role Playing,Everyone,TRUE,25-Jul-17,12-Jan-24
My First Makeover,"5,000,000+",5671904,4.557337,73828,1989,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,26-Mar-21,15-Mar-23
Makeover Madness: Cook & Style,"1,000,000+",1320943,4.44,4968,78,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,16-Jan-23,18-Mar-24
Beauty Fantasy: Zen & Makeover,"500,000+",941235,4.643564,3220,71,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,11-Aug-22,10-Jan-24
Sally's Salon - Beauty Secrets,"1,000,000+",2988188,4.0350876,27108,1137,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,29-Jun-17,8-Jun-23
Beauty Tycoon: Hair Salon game,"100,000+",262088,4.2376237,1986,50,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,9-Mar-23,24-Mar-24
Makeover Charm - Salon Games,"10,000+",35837,4.811321,272,29,0,TRUE,USD,TRUE,Simulation,Teen,TRUE,28-Sep-23,2-Feb-24
Love Paradise - Merge Makeover,"10,000,000+",29803297,4.64591,170810,1671,0,TRUE,USD,TRUE,Casual,Teen,TRUE,22-Sep-22,22-Dec-23
Makeup Girls: Dress up games,"1,000,000+",2009369,3.92,4191,47,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,20-Jan-21,26-Sep-23
Beauty Merge - Makeup Game,"50,000+",69401,4.6039605,361,30,0,TRUE,USD,TRUE,Puzzle,Teen,TRUE,27-Oct-23,15-Mar-24
Monster High™ Beauty Salon,"50,000,000+",80317549,4.2818923,540655,26673,0,TRUE,USD,TRUE,Role Playing,Everyone,TRUE,26-Oct-17,25-Jan-24
Fashion Stylist: Dress Up Game,"10,000,000+",22682504,4.7888784,240090,5834,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,18-Apr-22,11-Jan-24
Fashionista - Fashion Stylist,"1,000,000+",4872837,4.5609756,8237,484,0,TRUE,USD,TRUE,Role Playing,Everyone,TRUE,9-Dec-21,19-Mar-24
Makeover Date: Makeup ASMR,"100,000+",146640,3.46875,199,10,0,TRUE,USD,TRUE,Simulation,Teen,TRUE,16-May-23,16-Jan-24
Sally's Salon: Hair & Make-Up,"500,000+",910439,3.3939395,11297,816,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,20-Jun-18,17-Aug-23
Fashion Makeup:Dress Up Show,"5,000,000+",5571357,4.49,5581,105,0,TRUE,USD,TRUE,Casual,Teen,TRUE,3-Nov-23,11-Mar-24
Perfect365 Makeup Photo Editor,"50,000,000+",60350654,4.28624,784107,49537,0,TRUE,USD,TRUE,Beauty,Everyone,TRUE,19-Feb-13,14-Mar-24
Ulta Beauty: Makeup & Skincare,"5,000,000+",6478047,4.1891785,126887,38570,0,TRUE,USD,FALSE,Beauty,Everyone,FALSE,8-Nov-12,26-Feb-24
BeautyCam - Beautify & AI Art,"50,000,000+",60645309,4.1332655,447103,3243,0,TRUE,USD,TRUE,Photography,Everyone,FALSE,25-Feb-13,21-Mar-24
Nykaa - Beauty Shopping App,"50,000,000+",56771648,4.6063347,1307090,459,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,6-Jan-15,21-Mar-24
SODA - Natural Beauty Camera,"10,000,000+",39421079,4.2919707,175697,453,0,TRUE,USD,TRUE,Photography,Everyone,FALSE,10-Oct-18,3-Mar-24
IPSY: Personalized Beauty,"1,000,000+",3627980,4.664014,148088,46635,0,TRUE,USD,FALSE,Beauty,Everyone,FALSE,27-Mar-17,14-Mar-24
"Face Massage, Skincare: forYou","1,000,000+",3067301,4.53,30134,172,0,TRUE,USD,TRUE,Beauty,Everyone,TRUE,11-Sep-20,16-Mar-24
Beauty Camera Plus: Selfie Cam,"5,000,000+",7402673,4.55,12297,102,0,TRUE,USD,FALSE,Beauty,Everyone,TRUE,5-Jul-23,20-Mar-24
Picky - Beauty Community,"100,000+",182109,4.27,1313,129,0,TRUE,USD,FALSE,Beauty,Everyone,FALSE,13-Sep-20,10-Jan-24
Beauty Camera Plus: Sweet Cam,"500,000+",959252,4.785714,2434,38,0,TRUE,USD,FALSE,Beauty,Everyone,TRUE,11-Jan-24,24-Mar-24
SALLY BEAUTY,"1,000,000+",1418535,4.649397,14385,3202,0,TRUE,USD,FALSE,Beauty,Everyone,FALSE,5-Jun-19,7-Mar-24
Purplle Online Beauty Shopping,"10,000,000+",44384590,3.99,263035,113,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,17-Apr-15,16-Mar-24
Candy Camera - photo editor,"100,000,000+",282407921,4.4819036,3488166,47290,0,TRUE,USD,TRUE,Photography,Everyone,TRUE,23-Nov-13,3-Oct-23
"Beauty Camera -Selfie, Sticker","10,000,000+",28405808,4.6167665,68943,586,0,TRUE,USD,FALSE,Photography,Everyone,TRUE,6-Feb-20,21-Mar-24
Camera360 :Photo Editor&Selfie,"100,000,000+",346823313,4.4434624,5029634,111441,0,TRUE,USD,TRUE,Photography,Everyone,TRUE,3-Mar-11,16-Jan-24
Selfie Camera - Beauty Camera,"5,000,000+",7911575,4.43,13196,105,0,TRUE,USD,FALSE,Photography,Everyone,TRUE,21-Oct-22,5-Mar-24
MakeupPlus - Virtual Makeup,"50,000,000+",86046604,4.150685,880445,5662,0,TRUE,USD,TRUE,Photography,Everyone,TRUE,7-May-15,27-Jan-24
"Beauty Camera X, Selfie Camera","5,000,000+",7382257,4.84,48180,1009,0,TRUE,USD,TRUE,Photography,Everyone,TRUE,10-Mar-18,23-Feb-24
Tira: Online Beauty Shopping,"5,000,000+",6402170,4.5,9197,1,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,12-Dec-23,22-Mar-24
Booksy for Customers,"10,000,000+",13134918,4.9060683,588752,17443,0,TRUE,USD,FALSE,Beauty,Everyone,FALSE,22-May-14,20-Mar-24
CHARLOTTE TILBURY,"100,000+",348398,4.3592234,945,43,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,24-Oct-22,21-Mar-24
Skin Bliss: Skincare Routines,"1,000,000+",1086188,4.47,5759,115,0,TRUE,USD,TRUE,Beauty,Everyone,FALSE,3-Aug-18,26-Feb-24
O Boticário,"10,000,000+",24339072,4.6578946,192396,34,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,8-Jul-22,14-Mar-24
"ЛЭТУАЛЬ: косметика, парфюмерия","10,000,000+",11199473,4.89,186757,28,0,TRUE,USD,FALSE,Shopping,Everyone,FALSE,17-Oct-22,11-Mar-24
Makeup Show: Makeover Salon,"10,000,000+",20736101,4.54,36642,29,0,TRUE,GBP,FALSE,Simulation,PEGI 3,FALSE,6-Sep-22,11-Jan-24
